Speed_Diff,Attack_Diff,Defense_Diff,Sp. Atk_Diff,Sp. Def_Diff,HP_Diff,Type_Win_Score,p1_win
-55,-45,49,40,-26,-10,0.0,0
-40,-27,-2,-35,-9,-2,-1.0,0
-68,-103,-55,-7,3,-40,0.0,0
15,25,-20,-35,-20,-5,0.0,1
25,-15,-10,-80,-40,-30,0.0,1
-50,-95,20,65,-25,2,0.0,0
20,42,28,60,45,50,0.0,1
-35,15,0,-30,-40,5,0.0,1
-24,0,-14,20,-8,0,0.0,0
6,49,84,34,24,32,0.0,1
32,17,28,47,28,25,0.0,1
42,6,34,57,85,16,0.0,1
26,47,72,47,72,100,0.0,1
25,-60,-85,-15,5,-15,-1.0,1
94,63,-15,13,0,21,0.0,1
65,0,25,45,60,30,1.0,1
14,55,36,-5,72,5,0.0,1
31,20,72,75,67,10,0.0,1
3,-69,-52,16,-22,-21,0.0,1
42,33,17,51,35,88,0.0,1
-10,-20,-50,45,15,-20,0.0,0
-65,35,20,-70,-20,10,0.0,0
3,72,28,27,24,41,0.0,1
4,63,-11,25,-16,6,-1.0,1
-50,-25,10,-10,-40,5,0.0,0
62,0,-30,100,38,40,0.0,0
-48,-2,-50,-94,-50,-51,0.0,0
0,36,35,10,10,59,0.0,0
33,75,-65,-65,-5,40,0.0,1
5,-75,-60,-20,-30,-10,0.0,1
6,47,45,64,48,88,0.0,1
-14,18,21,32,25,49,0.0,0
-45,-10,-10,-55,-10,10,0.0,0
13,72,52,-11,34,10,0.0,1
-10,-55,-55,-110,-70,-70,0.0,0
35,45,-41,30,-41,40,0.0,1
-40,-25,-20,-15,-15,45,0.0,0
-15,0,-5,20,30,-5,0.0,0
-60,-60,20,-25,0,-33,0.0,0
30,0,45,70,65,35,0.0,1
-24,-15,37,25,37,-20,0.0,0
-39,-59,-62,28,48,42,0.0,0
2,14,8,84,3,4,0.0,1
0,34,-3,-4,-16,23,0.0,0
-13,-2,65,-20,-15,20,0.0,0
43,-10,19,45,17,16,0.0,1
-10,-20,80,-20,80,-10,0.0,0
-45,30,-20,-35,-15,-10,0.0,0
5,-52,-62,-2,8,15,0.0,1
-20,4,26,40,-25,45,0.0,0
-55,-130,-40,-130,-40,-35,0.0,0
-30,-15,-65,-70,-10,-25,0.0,0
-5,50,-20,-30,-15,-30,-1.5,0
-45,-75,60,-119,10,-31,0.0,0
58,-28,-8,67,70,31,0.0,0
15,-120,-10,-95,-45,-20,0.0,1
40,0,-30,-110,-55,-25,-1.0,1
6,-18,-27,7,-8,-12,0.0,1
-35,-21,3,-3,6,-2,0.0,0
-1,31,-5,31,-2,26,0.0,0
-15,23,-15,-20,-45,10,-1.5,0
8,-10,19,-17,7,22,0.0,1
20,-50,-80,20,55,5,0.0,1
0,90,180,0,10,10,0.0,0
-40,-115,-95,-3,-47,-25,0.0,0
-18,-14,-11,11,14,49,0.0,0
-10,-14,-25,-10,-30,9,0.0,0
-18,28,35,-30,-20,-15,0.0,0
15,10,20,20,20,40,-1.5,1
37,-18,-4,34,17,-9,0.0,1
0,-20,-7,-40,-27,-40,0.0,0
58,45,61,65,61,55,0.0,1
70,60,50,70,70,60,0.0,1
25,6,16,46,-14,16,0.0,1
49,-75,-25,60,15,-34,0.0,1
0,15,55,15,10,32,0.0,0
87,-2,-43,-18,-25,-25,0.0,1
70,25,-74,5,-29,48,0.0,1
7,-108,-73,-45,-43,-15,0.0,1
25,24,36,30,20,65,0.0,1
-5,-11,-57,-10,-50,-42,-1.5,0
22,-10,-33,40,38,14,0.0,1
-70,-85,10,5,15,-55,0.0,0
30,15,-115,5,55,-2,0.0,1
75,-65,-170,50,10,-15,0.0,0
-5,90,-5,80,20,30,0.0,0
19,-12,14,13,14,5,0.0,1
45,-40,-30,40,25,-15,0.0,1
82,132,72,42,42,-30,0.0,1
47,-15,-47,5,3,-5,0.0,1
38,13,30,17,17,27,0.0,1
-27,35,67,-5,37,5,0.0,0
5,-15,-85,-45,-45,-15,0.0,1
-48,14,40,33,14,-10,0.0,0
50,37,-3,68,83,40,0.0,1
-76,27,38,-51,-37,13,1.0,1
-38,-72,5,-25,-55,-23,0.0,0
-19,8,53,41,56,59,0.0,0
35,30,20,30,35,30,-1.5,1
-115,-116,-54,-34,-56,-15,0.0,0
35,34,-22,24,15,18,-1.5,1
31,3,-32,63,-47,25,0.0,1
47,-15,-18,-20,-30,-3,0.0,0
0,-35,-36,-10,-26,-35,0.0,0
50,10,0,-5,-65,-5,1.0,1
-25,-15,25,45,-10,-35,0.0,0
59,8,-7,10,10,-5,0.0,1
25,20,15,45,25,5,0.0,1
-5,10,-20,-25,-65,-35,0.0,0
-21,-93,-46,10,-50,-35,1.5,0
0,19,10,-56,10,-8,0.0,0
57,5,20,75,20,3,0.0,1
3,14,36,-21,6,-28,0.0,1
-25,-55,-55,-10,-20,-10,0.0,0
-120,-95,5,-65,5,5,0.0,0
8,10,28,-30,-33,16,0.0,1
5,-60,-50,20,20,-5,0.0,1
-5,-10,54,10,64,2,0.0,0
-35,-40,-70,-2,-37,-16,0.0,0
-25,5,20,-35,-25,5,-1.0,0
-30,-30,-85,35,-35,-35,0.0,0
-47,-26,-39,-26,-34,-26,-1.5,0
15,21,-4,5,-15,10,1.5,1
42,37,35,45,61,46,0.0,1
-60,-85,-15,-85,0,-35,0.0,0
-80,-30,80,-30,65,-10,-1.0,0
-65,-85,-110,-35,-60,-35,0.0,0
25,-30,-10,20,-10,-75,0.0,1
18,47,0,-10,-55,-10,0.0,1
25,0,-54,-40,-54,-75,0.0,0
39,-9,-35,-15,-15,-15,0.0,1
-41,15,55,-25,5,-9,0.0,0
35,10,35,-45,90,-20,0.0,1
-37,-30,16,15,51,0,0.0,0
-8,-11,-12,-25,-14,-12,0.0,0
-20,-20,30,-20,6,-56,0.0,0
-10,-5,5,-30,-60,17,0.0,0
-3,18,32,62,15,-6,0.0,0
-5,10,20,50,40,10,0.0,0
20,39,28,64,20,23,1.5,1
-75,-25,15,-15,15,-15,0.0,0
30,-27,-67,-2,-23,-23,0.0,1
-25,35,45,25,15,60,0.0,0
-35,70,115,-5,-51,19,0.0,1
-58,-29,-39,-74,-46,-33,0.0,0
35,20,25,40,30,30,0.0,1
9,36,-20,36,-20,15,0.0,1
10,-1,-30,9,15,-5,1.0,1
-10,40,25,0,25,10,0.0,0
0,35,-55,45,-10,0,1.0,0
80,0,-80,30,-70,0,0.0,0
-15,15,-15,-35,35,-22,0.0,0
-6,-117,-100,-38,-70,-50,0.0,0
-32,95,-100,-5,-110,47,0.0,0
30,45,4,55,-1,115,0.0,1
-59,-50,8,-3,0,31,0.0,0
75,30,-50,20,-50,40,0.0,1
28,85,-10,-95,-30,2,0.0,1
3,3,8,22,22,17,0.0,1
8,-40,7,26,24,-35,1.0,1
-20,-15,15,-20,-35,-15,0.0,0
70,55,-25,54,50,41,0.0,1
-50,-42,-42,-15,-35,29,0.0,0
35,58,27,0,10,21,0.0,1
25,1,-11,-14,-6,3,0.0,1
-45,-5,10,-23,-17,5,0.0,0
39,42,56,42,56,56,-1.5,1
34,22,-5,21,-5,13,0.0,1
-10,-25,5,0,-5,10,0.0,0
25,70,-10,-5,35,65,1.0,1
-20,-32,-55,-28,-20,10,0.0,0
57,15,-4,50,40,32,0.0,1
-18,70,15,-33,-25,1,0.0,0
45,25,50,80,70,5,0.0,1
7,5,34,25,24,20,0.0,1
5,68,62,5,10,20,-1.0,1
15,20,50,-60,-15,-20,-1.5,1
5,-37,16,45,25,16,0.0,1
-20,-70,-66,-90,-76,-10,0.0,0
-20,-60,-10,-90,-60,-20,0.0,0
8,0,-70,0,-70,-20,0.0,1
16,-13,-8,-22,-7,-41,1.5,1
-25,18,13,-9,-14,50,0.0,0
28,-23,-84,-23,-16,-14,1.0,1
12,-45,-27,-5,50,5,-1.0,1
-16,30,48,50,22,3,0.0,0
-33,-5,-11,-70,-41,-20,0.0,0
-78,-65,-42,-60,-65,25,0.0,0
25,-25,5,0,40,-10,0.0,1
-100,-10,15,-75,-35,-30,0.0,0
35,-9,25,26,50,28,0.0,1
-6,45,-15,-10,-12,23,0.0,0
-23,-12,-61,-24,9,-16,0.0,0
-35,0,-15,-30,-55,-5,0.0,0
-7,39,38,52,48,5,0.0,0
-30,50,10,-5,10,0,0.0,0
55,5,-25,105,95,45,1.0,1
-36,-38,-5,-18,-5,-24,0.0,0
10,-48,18,20,20,15,0.0,1
-15,-62,-38,-45,-45,-30,0.0,0
-18,5,37,0,17,-10,0.0,0
-9,-76,-12,-10,-14,-33,0.0,0
55,-15,75,5,95,-45,0.0,1
-80,28,3,-4,-9,50,-1.0,0
20,46,-1,1,-61,41,-1.0,1
-10,85,65,25,15,-190,0.0,1
-2,15,37,48,33,9,0.0,0
-57,-53,-25,-44,21,0,0.0,0
-10,45,55,25,35,50,-1.0,0
43,-15,15,-15,15,-115,1.0,1
-10,-30,-80,-60,-40,0,0.0,0
47,-13,15,-15,-5,1,0.0,1
51,-45,-78,40,-3,-45,0.0,0
-50,-88,-25,13,-25,-55,0.0,0
-10,35,-45,-10,-65,-5,0.0,0
40,10,-5,80,55,40,0.0,1
51,48,-10,-7,-10,4,0.0,1
71,-24,-42,-4,-52,-19,0.0,1
70,5,35,0,20,30,0.0,1
-66,-24,-13,-63,-13,-16,-1.0,0
-20,-40,-5,20,25,45,0.0,0
18,-15,7,45,25,15,0.0,1
-20,102,75,96,49,30,0.0,1
40,-20,-9,50,41,53,0.0,1
-3,-75,-83,-4,-34,-32,0.0,0
2,-21,57,29,157,-4,0.0,1
47,55,27,-10,35,37,0.0,1
-1,-18,-52,-32,-32,15,0.0,0
-3,37,42,7,-18,-140,0.0,0
-16,-50,-25,-50,-35,-14,0.0,0
-15,-5,6,0,6,-5,0.0,0
-19,43,45,-55,60,-30,0.0,0
62,0,13,0,1,35,0.0,0
4,-35,-2,0,33,0,0.0,1
14,32,-105,-5,-105,0,0.0,1
35,15,66,31,40,53,0.0,1
13,-27,-52,15,40,0,0.0,1
-47,-5,-25,-74,-45,-20,0.0,0
-12,32,23,-30,-30,15,0.0,0
14,-32,6,-52,6,-11,0.0,1
65,5,-15,55,55,45,0.0,1
10,10,0,-65,-10,15,0.0,1
-100,-83,-18,-31,-39,-38,0.0,0
12,94,43,70,23,15,0.0,0
4,-3,2,-37,-52,-49,0.0,1
-5,-35,-61,9,-20,-38,0.0,0
-11,-85,-75,-40,5,-29,0.0,0
41,17,26,57,72,25,0.0,1
7,-2,-32,-14,31,45,0.0,1
8,-13,-27,-63,-77,-25,0.0,1
-27,-58,-12,-3,-12,-17,0.0,0
-45,-15,-25,-5,-5,-5,0.0,0
-45,-25,5,-45,-25,-40,0.0,0
80,-60,-20,-5,-10,-40,1.0,1
3,-23,-55,-11,-18,-26,0.0,1
-16,-29,-45,26,-55,-15,0.0,0
17,-77,-42,-49,-24,-10,-1.0,1
46,15,20,-37,25,-56,0.0,1
60,40,35,145,65,50,0.0,1
13,0,-113,40,50,25,-1.5,1
65,70,-55,75,-5,67,0.0,1
-30,0,25,-20,25,0,0.0,0
40,0,10,65,25,-10,1.0,1
-35,0,-15,5,-15,15,0.0,0
-25,-45,25,10,25,32,0.0,0
0,23,-23,13,-13,1,0.0,0
-24,-38,1,-15,-11,-22,0.0,0
-4,0,-55,-27,-93,-15,0.0,0
-11,25,25,35,45,67,0.0,0
-13,-66,12,-26,9,-76,0.0,0
-5,-20,65,120,45,-5,0.0,0
-24,-25,-15,-3,-7,16,0.0,0
75,65,24,36,20,28,0.0,1
20,4,34,19,31,-72,0.0,1
-40,-45,-31,-45,10,52,1.5,0
2,-12,78,8,78,55,0.0,1
73,65,-19,90,-19,-10,0.0,1
25,-85,-95,20,5,-15,0.0,1
0,-64,-65,-40,-50,-55,0.0,0
40,-14,36,31,11,21,0.0,1
-5,-32,13,15,-30,-31,0.0,0
40,14,-5,18,20,13,1.5,1
15,110,85,25,50,25,0.0,1
-53,-10,-40,-17,-33,-23,0.0,0
-20,-20,-20,60,55,84,1.5,0
38,-8,-44,33,-4,25,0.0,1
46,127,98,92,27,50,-1.0,1
-5,28,67,-35,-15,40,-1.5,0
-43,-7,-30,-25,-50,-65,0.0,0
-59,-75,-45,-44,-55,-58,0.0,1
60,100,15,-35,10,50,0.0,1
-43,-37,-21,-3,-7,16,0.0,0
21,70,-36,-40,60,30,-1.5,1
20,-10,125,35,115,10,0.0,1
35,50,50,50,70,30,0.0,1
29,22,-19,45,-10,115,-1.5,1
-11,-20,0,-10,5,-33,0.0,0
16,5,-5,52,-8,16,0.0,1
5,-5,15,70,15,-10,0.0,1
73,50,16,10,26,20,0.0,1
40,80,45,50,10,50,1.5,1
17,-6,67,-11,87,11,0.0,1
-1,-20,5,0,-5,-9,0.0,0
-3,20,14,-40,-51,10,0.0,0
-65,-10,15,25,-5,15,0.0,0
-25,-11,46,15,75,10,0.0,0
79,101,-16,-34,19,16,0.0,1
-82,9,29,4,44,42,0.0,1
25,65,28,20,28,30,0.0,1
10,-10,65,20,20,-22,0.0,1
45,40,56,60,46,65,0.0,1
45,-1,37,61,52,-9,0.0,1
41,18,42,46,32,47,0.0,1
-5,25,41,15,1,15,0.0,0
9,66,4,41,-6,26,0.0,1
-5,60,5,25,0,15,0.0,0
-28,-80,-12,-77,-31,-53,-1.5,0
-35,40,10,-15,-80,-10,0.0,0
-39,-11,-10,25,-10,-35,0.0,0
-88,-45,-30,-72,-55,-40,0.0,0
40,10,-20,20,0,40,0.0,1
-20,-10,-40,-15,-20,-10,1.5,0
14,-74,-60,-55,-50,-40,0.0,1
-5,-10,-100,15,-75,10,0.0,0
20,15,5,0,-50,-5,1.0,1
10,-6,52,-71,-31,-19,0.0,1
-48,22,15,5,-25,11,0.0,0
-4,2,-29,11,-25,25,1.0,0
-15,40,0,5,15,35,0.0,0
32,-34,13,100,45,2,0.0,1
-10,-10,-20,45,0,-35,0.0,0
30,30,-75,10,-75,20,0.0,1
30,15,25,10,10,31,0.0,1
-61,12,-3,-11,14,31,0.0,0
-12,12,-10,12,-55,-25,0.0,0
3,-9,-18,-34,-25,-23,0.0,1
-19,-120,-105,-100,-40,-37,0.0,0
27,0,-40,41,-23,-25,0.0,1
80,5,-10,90,70,10,0.0,1
-45,55,15,-30,-25,130,0.0,1
-55,15,-14,10,21,17,0.0,1
17,82,25,-65,-45,8,0.0,1
-65,-20,15,-25,20,-15,0.0,0
74,20,48,30,48,46,0.0,1
25,60,10,35,-5,5,0.0,1
35,-34,-29,-55,-10,-25,-1.5,0
-82,-40,78,-28,79,-12,-1.0,0
20,-11,-65,-50,-30,-54,0.0,1
40,5,-15,-90,-25,0,0.0,1
6,42,37,-1,-11,-10,0.0,0
23,-12,-69,-8,-68,-7,0.0,1
-15,-25,0,-20,-45,-15,0.0,0
37,-49,-87,-53,-79,-12,0.0,0
-25,-10,35,-80,-40,-20,0.0,0
27,-54,35,29,35,17,0.0,1
15,15,35,-15,35,22,0.0,1
-14,-92,-48,-42,-38,-61,0.0,0
28,49,12,22,27,10,0.0,1
39,-18,-14,31,41,45,0.0,1
41,27,12,30,30,20,0.0,1
5,-20,10,20,10,0,0.0,1
24,13,-37,-27,-57,-5,0.0,1
20,80,55,-10,40,85,0.0,1
-10,-105,-85,50,5,0,0.0,0
-15,45,120,5,15,15,0.0,0
-65,-40,-25,-85,20,55,0.0,0
15,40,-20,-15,-20,-20,1.5,1
22,-17,16,6,54,-15,0.0,1
41,24,-31,71,11,-12,0.0,1
35,-36,-17,26,-7,-15,-1.0,0
3,97,48,12,9,96,0.0,1
5,-28,-10,2,30,27,1.5,1
10,-5,35,45,50,80,0.0,1
-60,-85,-15,20,5,-50,0.0,0
0,-25,-30,5,35,-10,0.0,0
39,51,5,26,3,41,0.0,1
59,31,24,10,15,26,0.0,1
-40,-11,5,0,15,24,0.0,0
0,15,50,65,45,35,0.0,0
10,-85,-125,-70,-25,-30,0.0,1
115,155,-30,155,-5,5,0.0,1
-56,-20,3,-32,23,-6,0.0,0
45,-3,-10,-12,10,-30,0.0,1
-7,-45,-16,-26,-32,-45,0.0,0
-80,-32,23,-53,9,-17,0.0,0
-2,-62,-15,-17,-15,1,0.0,0
15,10,50,80,50,20,0.0,1
-1,-2,46,-12,-54,4,0.0,0
-15,-40,-10,5,0,30,1.0,0
-35,-45,75,-5,95,-15,-1.0,0
-15,-60,-35,-40,-25,-32,0.0,0
25,-20,-15,-10,-15,-10,0.0,1
8,-38,-13,-30,-8,-29,1.0,1
-55,9,86,19,81,39,0.0,1
66,45,0,60,15,-21,0.0,1
29,-40,-22,-50,-22,-14,0.0,1
25,21,21,21,-29,16,0.0,1
-41,44,4,-34,26,2,-1.0,0
-23,-62,5,-43,-3,-19,0.0,0
-79,0,28,-74,-34,-22,0.0,0
4,35,-10,-10,-20,-14,0.0,1
-40,-15,-5,-25,-15,0,0.0,0
25,25,90,25,50,25,0.0,1
-80,-25,-41,-5,-36,37,0.0,0
-65,-35,-57,20,-5,-25,0.0,0
6,61,27,22,17,0,0.0,1
0,-18,-35,-25,-25,-4,0.0,0
95,10,10,135,25,15,0.0,1
70,30,30,20,45,0,0.0,1
-12,30,14,-19,-2,17,0.0,0
35,60,-10,20,25,25,0.0,1
80,40,-15,-5,49,48,0.0,1
53,-23,-33,12,60,16,0.0,0
55,0,-26,35,49,-20,0.0,0
-60,-35,-30,-15,-25,-40,0.0,0
20,10,60,20,75,35,0.0,1
35,-35,-30,-40,-35,-45,-1.5,0
20,6,-1,-56,-24,5,0.0,1
10,-2,5,81,29,7,1.0,1
-20,10,-20,13,-28,-10,0.0,0
20,20,55,50,60,35,0.0,1
4,-4,20,-10,-25,-40,0.0,1
-20,40,-65,50,50,75,0.0,0
-65,-40,35,-65,-35,-40,0.0,0
5,-15,-20,-5,-5,20,0.0,1
10,45,140,25,30,50,0.0,1
49,10,57,8,40,22,0.0,1
40,25,80,110,60,25,0.0,1
-29,-93,20,-58,10,-30,1.5,0
0,-80,65,-20,40,10,0.0,0
45,46,15,-9,15,60,0.0,1
5,-25,-30,-20,-35,-20,0.0,1
55,54,-31,-46,11,-59,0.0,1
32,52,32,-14,32,16,0.0,1
20,-15,5,20,15,5,1.0,1
-55,-40,-80,-10,-15,-15,-1.5,0
-25,5,90,-5,0,15,0.0,0
11,61,11,16,17,40,0.0,1
-45,31,57,-35,-20,-3,0.0,1
4,-48,-35,-15,-15,0,-1.0,1
-30,15,75,-55,35,30,0.0,0
-40,-30,0,35,0,0,0.0,0
-5,-56,8,-1,20,8,-1.5,0
85,25,-20,35,-120,-10,0.0,1
135,20,50,135,75,-35,0.0,1
32,80,50,10,40,68,0.0,0
-76,-115,151,-50,130,-75,0.0,0
55,-20,-25,-75,-55,-35,0.0,1
70,-35,-55,55,45,-20,-1.0,0
20,2,-33,40,20,6,0.0,1
-31,-54,-49,-7,4,-42,0.0,0
65,25,25,25,-40,-25,0.0,1
5,20,15,-20,10,17,0.0,1
-12,32,0,45,20,69,0.0,0
-12,47,25,15,5,-10,0.0,0
47,-47,-10,78,55,42,0.0,1
70,-15,-25,70,5,-30,0.0,1
-97,-45,-55,-40,0,27,0.0,0
70,55,-40,0,25,25,0.0,1
53,62,85,17,-25,5,0.0,1
58,-1,-54,49,-24,26,0.0,1
-85,-25,21,-71,16,-21,0.0,0
-5,-60,-10,-20,-10,-30,0.0,0
80,58,70,58,60,60,0.0,1
7,38,-3,8,-3,-10,0.0,1
9,-39,-19,14,41,-2,1.0,1
-45,-38,35,38,15,10,0.0,0
50,-17,-23,10,-5,-15,0.0,1
37,42,25,10,10,1,0.0,1
-25,25,0,0,45,95,0.0,1
26,38,13,58,13,15,0.0,1
19,-44,0,15,70,-5,1.0,1
10,-40,-40,-35,-40,-50,-1.0,1
-65,-75,-15,-70,-15,-35,0.0,0
20,35,35,20,50,10,-1.5,1
39,-29,-20,48,0,-2,0.0,1
-36,-5,-4,0,-40,-5,0.0,0
-5,22,-45,87,56,31,0.0,0
27,-44,-76,-17,-56,-27,0.0,1
55,-45,5,-30,-10,20,0.0,1
-58,23,40,0,40,19,0.0,0
-65,-36,-4,6,-51,-5,0.0,0
38,-22,-15,55,25,4,0.0,1
-75,-50,-35,-55,-40,-25,0.0,0
-12,10,-18,10,-18,5,0.0,0
17,-18,-18,-22,-42,-47,0.0,1
-8,64,50,54,20,25,0.0,0
46,-15,-57,107,60,-17,0.0,1
-33,34,53,9,-5,-8,0.0,1
-45,40,-25,-5,-70,-30,0.0,0
-35,-30,-40,-65,-35,-30,0.0,0
9,32,20,84,54,12,0.0,1
-105,-55,30,-94,-20,-21,0.0,0
-35,-13,28,65,25,25,0.0,0
-23,-53,-25,-40,0,-9,1.0,0
-41,22,33,24,28,18,0.0,0
5,130,75,45,35,80,0.0,1
-24,9,-5,29,-15,20,-1.0,0
-25,-15,45,30,45,15,0.0,0
-35,10,33,-18,30,5,0.0,0
50,60,27,50,30,38,0.0,1
6,20,33,-9,-9,-2,-1.0,1
10,-20,-30,-10,0,-5,0.0,1
35,-5,-10,15,35,10,0.0,1
8,-25,0,0,-5,-3,0.0,1
-15,-30,-15,-30,0,-30,0.0,0
-35,65,78,18,23,41,0.0,0
-5,-10,32,9,31,10,0.0,0
30,65,46,75,30,8,0.0,1
19,40,72,13,10,0,0.0,1
-48,-8,30,-29,13,1,0.0,0
45,85,0,60,-15,35,-1.5,1
-20,-25,-15,-65,-30,-35,0.0,0
35,-13,-53,83,63,0,0.0,1
38,-10,-40,-30,-35,0,0.0,1
-31,-60,-10,-20,15,41,1.0,0
54,14,35,-4,15,41,0.0,0
28,85,-47,77,-51,-22,0.0,1
-50,-7,55,0,0,0,0.0,0
0,-40,-76,-20,-6,-58,0.0,0
10,-30,20,-20,35,-10,0.0,1
63,30,50,40,60,25,0.0,1
-45,-70,-70,-80,-70,-35,0.0,0
79,8,-9,43,16,24,0.0,1
28,-18,-8,-1,9,-65,1.0,1
-28,32,-4,-13,-10,-2,0.0,0
10,-30,10,-35,5,0,0.0,1
-47,-12,17,-34,21,-26,0.0,0
30,60,-65,60,80,-20,0.0,1
50,0,35,60,35,5,0.0,1
-17,-18,10,13,15,28,0.0,0
-28,-7,13,1,31,60,0.0,0
-9,80,42,50,-8,34,0.0,0
-8,25,5,-11,5,25,0.0,0
-30,-25,50,-35,15,50,0.0,0
-49,65,29,0,50,10,0.0,0
-5,-20,-30,-2,-20,5,0.0,0
50,0,-25,10,-10,20,0.0,1
-25,75,45,-20,45,20,0.0,0
41,25,9,-45,25,25,1.5,1
45,-30,-46,55,8,-2,0.0,1
-40,6,-17,-8,-29,-5,0.0,0
72,45,-105,25,20,33,0.0,1
18,105,81,35,61,40,0.0,1
23,36,20,51,30,11,0.0,1
65,35,-25,50,5,-15,0.0,1
-30,-45,30,25,-15,7,0.0,0
-5,-6,-12,-6,-12,25,0.0,0
48,115,52,25,77,23,0.0,1
-5,-50,-30,-48,-45,-27,0.0,0
-36,28,-11,18,-21,1,-1.5,0
35,28,65,65,65,50,1.0,1
45,-31,18,-6,25,8,1.5,1
-52,5,-35,-58,-35,-7,0.0,0
16,20,31,35,52,84,0.0,1
-23,-21,7,-26,-8,-4,0.0,0
-74,0,33,-44,-9,-7,-1.0,0
-35,-40,40,-50,-61,-41,0.0,0
-25,-10,35,-23,-15,-35,0.0,0
0,-40,-30,-40,-50,-35,0.0,0
-6,-62,-18,-47,-17,-35,-1.0,0
0,-25,10,-32,17,-118,0.0,0
13,-5,-18,17,25,-20,-1.5,1
45,65,40,94,39,35,0.0,1
-65,-105,45,-105,0,-75,0.0,0
25,25,-11,0,-11,2,0.0,1
-51,-5,55,-35,-30,21,0.0,0
17,-60,0,55,-5,-40,-1.0,0
-51,-48,33,-23,13,-26,0.0,0
-25,-80,-55,-10,-65,-25,0.0,0
20,-50,-60,-40,-60,-70,0.0,1
46,111,-52,66,-80,-25,0.0,1
63,9,-40,17,25,11,0.0,1
-51,-83,-45,-78,-75,-35,0.0,0
0,-30,0,-10,40,-15,0.0,0
95,-5,-165,-10,-10,-5,0.0,1
31,37,55,22,45,20,1.5,1
85,60,39,36,-21,21,0.0,1
11,-23,-27,-8,7,-10,1.5,1
89,23,48,38,26,24,0.0,1
35,-35,25,75,-25,7,0.0,1
16,-8,17,37,62,30,0.0,1
-47,-89,3,-51,3,40,0.0,0
-22,25,-5,-10,0,-13,0.0,0
5,100,50,29,29,30,0.0,1
19,46,40,40,40,50,1.0,1
-125,2,63,42,58,-11,0.0,0
-44,-40,-32,-40,-89,-41,-1.5,0
10,19,12,4,19,66,0.0,1
75,73,-108,48,-78,5,0.0,1
5,35,20,-40,-40,-70,0.0,1
-15,-37,-25,10,-5,30,1.5,0
55,30,20,110,-20,65,0.0,1
-13,-66,12,-26,9,-76,0.0,0
55,12,5,-2,25,-15,0.0,1
-52,-50,-56,-75,-56,-21,-1.0,0
0,-23,45,-55,-10,-35,0.0,0
-78,-22,3,-47,-55,-46,-1.5,0
65,-14,-56,14,26,15,0.0,1
86,82,37,17,47,30,0.0,1
16,25,1,-7,-8,0,0.0,1
38,4,-34,-31,-49,-59,0.0,1
-22,-20,-40,-50,10,-10,1.5,0
-44,-35,-5,-15,-10,-12,0.0,0
-8,15,55,45,-20,28,0.0,0
-15,64,50,-25,-40,-8,1.5,0
34,1,-55,-48,-74,-20,0.0,1
-5,10,-20,0,-20,-10,0.0,0
83,86,-25,41,5,30,0.0,1
0,-35,0,-60,-30,-5,0.0,0
67,26,-20,15,10,15,0.0,1
-66,-85,-20,-63,13,15,0.0,0
28,0,3,-30,-33,1,0.0,1
30,108,-7,131,74,38,0.0,1
8,-35,-65,15,-15,-18,0.0,1
-20,15,15,25,25,0,0.0,0
18,7,28,-17,15,26,0.0,1
0,-20,3,7,0,16,0.0,0
93,68,50,12,32,40,0.0,1
38,10,27,-37,-59,-3,0.0,1
-24,-20,-33,-28,-45,-10,0.0,0
30,-3,13,40,30,10,1.5,1
-75,-90,-65,-20,0,-30,0.0,0
-23,-63,-3,5,-10,-49,0.0,0
38,-20,9,-40,-18,11,0.0,1
-39,-40,-52,-13,-15,-35,0.0,0
-30,21,28,21,26,14,0.0,0
11,-22,-23,26,12,-13,0.0,1
-10,-20,-20,80,70,-30,0.0,0
-54,-67,-58,-107,-58,4,0.0,0
0,20,-11,0,-16,-5,0.0,0
-45,-5,-65,10,-50,-50,0.0,0
-72,-31,-22,-53,-21,-31,0.0,0
-22,52,38,-7,-10,26,0.0,0
12,28,2,28,-54,-1,0.0,1
-30,-15,15,0,-20,30,1.0,0
28,12,-45,42,-35,-40,0.0,1
-26,-47,-42,-72,-37,-40,-1.5,0
-75,-30,30,-40,30,-60,0.0,0
8,-55,-5,-25,-68,-25,0.0,1
15,-65,-50,-15,-50,-35,0.0,1
15,55,45,30,45,70,0.0,1
-22,-43,-50,-39,-49,-35,0.0,0
67,79,23,59,13,84,0.0,1
-10,-15,-95,-45,-120,-20,1.0,0
-50,0,25,-70,-90,-9,0.0,0
31,124,65,15,15,45,0.0,1
-30,78,65,20,65,24,0.0,1
30,42,72,-21,27,51,0.0,1
-22,40,10,45,-20,5,0.0,0
-5,25,-10,-55,-15,65,1.0,0
-11,-46,-66,14,54,-14,0.0,0
-27,-21,35,70,20,-5,0.0,0
50,-25,-46,46,4,-24,0.0,0
-5,-20,-15,-35,-20,15,0.0,0
-50,44,81,-22,20,-26,0.0,1
15,40,40,-10,-40,-25,-1.0,1
50,20,15,80,-15,-20,0.0,1
68,26,-9,71,-9,-7,0.0,1
-66,-58,-23,-33,-18,-20,0.0,0
-17,-50,-51,-90,-51,-61,0.0,0
-38,-12,5,-85,-55,-23,0.0,0
30,55,-45,55,-45,30,0.0,1
62,12,-5,55,41,16,0.0,1
-95,-105,-10,-87,-40,-25,0.0,0
